"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3Xz9cWW8hrZpQJ8e5ukpKb","Largely a Myth","spotify:artist:55m5jAj16B7s5edecs3NXd","Tall Kyle","spotify:album:0N83A1J7sp7urEkWZ3RkvP","Peace Comes from God","spotify:artist:55m5jAj16B7s5edecs3NXd","Tall Kyle","2023-04-07","https://i.scdn.co/image/ab67616d0000b27362a421049502defd1c504984","1","5","148024","https://p.scdn.co/mp3-preview/69e7d6e0641a83d1f40a38502bc40b234abd0902?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","CBB7W2309061","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:66gPD5FVkg0jjHXfRWWckr","No Cap","spotify:artist:3zRCcubqCbHrO8nLvbkggU","Rafsouf","spotify:album:3j87lnJKLJU3wrA5lCLYfY","Longway","spotify:artist:3zRCcubqCbHrO8nLvbkggU","Rafsouf","2019-12-04","https://i.scdn.co/image/ab67616d0000b273aba511b4b437fdb6d0246ea6","1","2","115435","","true","0","QZK6Q1951217","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4CjbAZBkzF9i9lCTMo8Zzd","SMLP 3","spotify:artist:3upjnl7FKUDT9fD77BPVH7","UglyWk","spotify:album:2w6Ep8PpeVQ9vCWXUrxk6S","SMLP 3","spotify:artist:3upjnl7FKUDT9fD77BPVH7","UglyWk","2023-07-07","https://i.scdn.co/image/ab67616d0000b2736c748ff2b93b57dd628fb9dc","1","1","120484","","true","0","QZNWQ2390994","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:75Ag6WUCzETSso6IrVxl0p","Поляс","spotify:artist:1bfSteYJNtqTJHP1VR0qKB, spotify:artist:1MOzxUcTAYxf1YcpYtmf2P","СИМОЧКА, POLYAS","spotify:album:5Xe6J4jGAfChPcL6KVmWIT","Ксенофобия","spotify:artist:1bfSteYJNtqTJHP1VR0qKB","СИМОЧКА","2024-03-08","https://i.scdn.co/image/ab67616d0000b273b57f3b9b35fe3a8d41b0e1a0","1","5","156576","https://p.scdn.co/mp3-preview/2ee73c9ffe20214c66dc1cb5cec1352ea018b8f1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","3","QZGLM2424241","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4Djgjhv0z1MuphCaFENWB1","Bashment Gal","spotify:artist:3gj1n0mFiDSEad09Yuk6VA","Mr Easy","spotify:album:0eZDoEN5Xcjd27dV2wIwqC","Bashment Gal","spotify:artist:3gj1n0mFiDSEad09Yuk6VA","Mr Easy","2015-08-28","https://i.scdn.co/image/ab67616d0000b273a304e8d8ffa3f39fc949ca79","1","1","169793","https://p.scdn.co/mp3-preview/85ca211f221899e652afa7a98d0bca9fca5f8d41?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","USLD90811953","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1oVBF1hXNMMiLJGRBd1gjA","Darkness gone","spotify:artist:3YQOgdvH5LgmWp0E2G9QSa","The stellar System YT","spotify:album:0rVfTaBpd6YSYhUghfBWtp","Darkness matters?","spotify:artist:3YQOgdvH5LgmWp0E2G9QSa","The stellar System YT","2023-08-17","https://i.scdn.co/image/ab67616d0000b273db0bea138c2847f6501dfa87","1","3","409034","","false","0","QZPLR2386507","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2vfS1PzDzTaqWSLAhWpK0t","Jordan","spotify:artist:3B2XcaL3YTuojcCvCN8HCq","INFIDELIX","spotify:album:3zOX8vI2vDJ1BuXmdzyna9","Nomadic","spotify:artist:3B2XcaL3YTuojcCvCN8HCq","INFIDELIX","2014-02-16","https://i.scdn.co/image/ab67616d0000b273085aa4439d24c99acae845bd","1","2","176250","","true","0","TCABU1413983","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3xxXGbZnCKqJahVeP8n2jA","Teil 1 - Folge 76: R. Kelly, Doomsday Preppers & Haus des Geldes","spotify:artist:0cCHtPre44AEaedNPVzno3, spotify:artist:3f5t39NqmoMENGKAf91LvT, spotify:artist:4KJaP9l8nC9zhcqWAnbM4L","Im Autokino, Max ""Rockstah"" Nachtsheim, Chris Nanoo","spotify:album:66V3zLGvdsYuCBS6hlcMze","Folge 76: R. Kelly, Doomsday Preppers & Haus des Geldes","spotify:artist:0cCHtPre44AEaedNPVzno3","Im Autokino","2018-06-07","https://i.scdn.co/image/ab67616d0000b27312f1a6952d21cc4f5e126823","1","1","183070","","true","0","DEVU52277666","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:77sTEEXgHbZ2OpIeVr9rKH","Capítulo 7.4 - La mujer ajena","spotify:artist:4WHVljC9n8tUon8YSxTc7Y","Ramón Bueno Tizón","spotify:album:4RwcYAamora1Dr0QlSdI3H","La mujer ajena","spotify:artist:4WHVljC9n8tUon8YSxTc7Y","Ramón Bueno Tizón","2014","https://i.scdn.co/image/ab67616d0000b2736835e66be47128f350651120","1","46","194900","https://p.scdn.co/mp3-preview/37943f86cdc98c92a9e906de22f99b4dd42c5d65?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEXQ90439304","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5EMczg6PhkuXHBLCWXSV73","Ahan Ahan","spotify:artist:66a0Arj9hMC3aArni9SYex","Inerzaf Azafi","spotify:album:2o6e7CYBAzgfVXU6NDIZGW","Lala Mimona","spotify:artist:66a0Arj9hMC3aArni9SYex","Inerzaf Azafi","2018-12-27","https://i.scdn.co/image/ab67616d0000b27311103d6ebcec7b034f27c5ad","1","3","494889","","false","0","FRX201859829","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3lCr821EnW6WZcvt1YjeXh","Dust Up","spotify:artist:3fSExZgSK5OvFt5mONtrgx","Wendolyn Degenhart","spotify:album:12V9AOzYz7RBVJmd91God8","Sacred Magic Tunes Vol. 10","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2023-09-09","https://i.scdn.co/image/ab67616d0000b273daf5be1c7731cb1eb76db5fd","1","7","184001","","false","0","QZYSL2284565","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2q8NnAt5IBQDgogb9scypO","Shadi April Me","spotify:artist:0DoVgQBpg6QUcwtZKeA3EL, spotify:artist:0JxU1sDMuLTLTcAzyhRkok","Shiv Kumar Bikku, Anjali aarya","spotify:album:05IDjsMkYE9gL226p1PYrO","Shadi April Me","spotify:artist:0DoVgQBpg6QUcwtZKeA3EL, spotify:artist:0JxU1sDMuLTLTcAzyhRkok","Shiv Kumar Bikku, Anjali aarya","2024-04-03","https://i.scdn.co/image/ab67616d0000b2737263ec232dbe7b76ec7e2ac4","1","1","211562","https://p.scdn.co/mp3-preview/03d6b8ed0466df56d8f80a030954e2cfd0707005?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INB942453228","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0q16f7rWrBwDejW4U40QVD","What I Saw On Mars","spotify:artist:1cyhUHdJcW1vLzpBAm5aOD","Kerry Cox","spotify:album:78J6Lju2xtafuv8d9DTyyk","Three Degrees North","spotify:artist:1cyhUHdJcW1vLzpBAm5aOD","Kerry Cox","2016-02-28","https://i.scdn.co/image/ab67616d0000b273d70ee268535678a5ed341450","1","8","250640","https://p.scdn.co/mp3-preview/6a2c4c10e3a48b7fbe4be0118a68a50677752774?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZ8252304711","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5qOCBZOrJVzljO8SlDZ1sA","Falling For U","spotify:artist:5DUQp2YvWuu2yOkrLXAtmY","Lil Vibe 215","spotify:album:52sDKDRv0yv7GVtaNv55wv","Welcome To Vibe Wurld","spotify:artist:5DUQp2YvWuu2yOkrLXAtmY","Lil Vibe 215","2023-05-05","https://i.scdn.co/image/ab67616d0000b273b80c17259fe083f1bcbfc7af","1","5","146516","","true","0","QZHNC2396749","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:13ar0ANcJpWHwBhIzhhzt9","Radiser, radiser","spotify:artist:36OgLwWccPkxyVmzhMo293","Hanne Kurup","spotify:album:7IUA0uBnSWKvvheHTmdxMJ","Leg og musik – i vuggestue og børnehave","spotify:artist:36OgLwWccPkxyVmzhMo293","Hanne Kurup","2015-08-04","https://i.scdn.co/image/ab67616d0000b2735d52089604c0df04db4617ad","1","10","44866","https://p.scdn.co/mp3-preview/4490cda9482e5e42ddd3263443a86bc30dce8478?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DKEMA1500210","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0Q2ML6gvmJQbvqdNPwtGuO","Wanted - A Royal Wife - The Pink Collection 64, Chapter 27.3 & Wanted - A Royal Wife - The Pink Collection 64, Chapter 28.1 - Wanted - A Royal Wife (Barbara Cartland's Pink Collection 64)","spotify:artist:2OfRmngJUPbrUE5A2y3H4t","Barbara Cartland audiobooks","spotify:album:1zTCXeZk9a6kRfhtbCsawz","Wanted - A Royal Wife (Barbara Cartland's Pink Collection 64)","spotify:artist:2OfRmngJUPbrUE5A2y3H4t","Barbara Cartland audiobooks","2018-10-09","https://i.scdn.co/image/ab67616d0000b2733e19ce8811005c1d8d474493","1","35","192357","https://p.scdn.co/mp3-preview/00e9cc5ffb9ce56d1f8d4a06ef26440102750d93?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEXQ81268258","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:40OggSg1YdpbUQgxf3N8tb","Background for Infinite Motivation","spotify:artist:6IVG3TmAIjWjDzQgoOkVbR","Chill Jazz","spotify:album:5ZC4ViZIP3tG11XlnZeiBL","Marvellous Ambiance for Reading Moves","spotify:artist:6IVG3TmAIjWjDzQgoOkVbR","Chill Jazz","2024-09-27","https://i.scdn.co/image/ab67616d0000b2733b03885d997737e23107f872","1","3","110434","","false","0","QZV8N6812222","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2kxtYXFWFAEpeRieevnfLj","Golden","spotify:artist:4qpcDdY5O96SPOU3Onw6jG","J.Kregg","spotify:album:7z9g32iDv5Bz9m12j7Un3S","Golden","spotify:artist:4qpcDdY5O96SPOU3Onw6jG","J.Kregg","2020-04-05","https://i.scdn.co/image/ab67616d0000b27317ffedd074c34584bdc85853","1","1","139636","https://p.scdn.co/mp3-preview/b425a16913d2cd556aa1e906cbc2663c67cf8bf7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZDA62035055","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5TpgoNca2IqdGcmud6K5xr","Babe Please Don't Go","spotify:artist:3dbx1lf0Cl1SDTahknR8in","Des Kennedy Blues","spotify:album:1YkWWAWpUPDvZBgplQrkRf","Here Comes Trouble","spotify:artist:3dbx1lf0Cl1SDTahknR8in","Des Kennedy Blues","2013-07-31","https://i.scdn.co/image/ab67616d0000b273d0b491867177ebebfdb3fe27","1","2","181453","https://p.scdn.co/mp3-preview/3a0772a5f185f1410b8e4055f6e7079295231ade?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ushm81380532","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:549KRXqA16So77d7z99CYN","Одинокий","spotify:artist:6XllHyWv4YBVsVurhWOK7t","ILAMIN","spotify:album:5ygIpBkfBEgMCTwTGnofEv","Состояние","spotify:artist:6XllHyWv4YBVsVurhWOK7t","ILAMIN","2023-05-11","https://i.scdn.co/image/ab67616d0000b27332211a4505edf6128783c603","1","3","173731","https://p.scdn.co/mp3-preview/bc794ef025284a2b62654edace5b9d65b38af5ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","AEA2Z2304541","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6hnBnwxZEKHk22WENeXm8l","Joonas Kokkonen: Laudatio Domini: Alleluia","spotify:artist:4rDfbsXOcj9rypgRWXF7wH","Lumen Valo","spotify:album:0eNZET2oUTfRE9XoIYre3u","Adoratio","spotify:artist:4rDfbsXOcj9rypgRWXF7wH","Lumen Valo","2004","https://i.scdn.co/image/ab67616d0000b27346bb79e8edd024195be8eaac","1","15","137320","https://p.scdn.co/mp3-preview/80b96193fd4f0a649ae558ded746eb3b497be38d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FILV80400015","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:74zzSfeRl06U3o3yWaGLbR","The Song Inside of Me","spotify:artist:6hXDCT8aPg2qXD3ISNQ0cZ","Rickie Byars","spotify:album:4WodMtskCVksFH5wlLc2Iw","From Within","spotify:artist:6hXDCT8aPg2qXD3ISNQ0cZ","Rickie Byars","2003-01-01","https://i.scdn.co/image/ab67616d0000b2738d2bcd2339c0de82cdcffd94","1","12","448133","https://p.scdn.co/mp3-preview/18ae661c813dc9d87f582136c971e5b7df1c32a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","ushm80659477","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2B3xYUOBoKywAAqHEXNv6B","Acoustic rendez-vous","spotify:artist:1LsMnugatxkqyqMZfLKiZE","Christian Laborde","spotify:album:2nTAV8rwJPX72fJhlUpiwd","Jeux de miroirs","spotify:artist:1LsMnugatxkqyqMZfLKiZE","Christian Laborde","2007","https://i.scdn.co/image/ab67616d0000b273754a49d3e2d988dabbaf55b9","1","2","157647","","false","0","FR6V81156088","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6oZRPshbwiQ0Rz90WNoiWF","Night","spotify:artist:5oVrN7RYWNnmWBJPHEtSxh, spotify:artist:2bPzFbOcWsYVU5ZA04wHky","TheAsianOnes, Arbor Avenue","spotify:album:2QtsMr4EridkGgqn4zJ13Z","Night","spotify:artist:5oVrN7RYWNnmWBJPHEtSxh, spotify:artist:2bPzFbOcWsYVU5ZA04wHky","TheAsianOnes, Arbor Avenue","2022-06-09","https://i.scdn.co/image/ab67616d0000b273286fbbb96a7fa33921d69975","1","1","151794","https://p.scdn.co/mp3-preview/193b3ffa3a50d065cd184263e9f5cd2556d4006b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","US3DF2248552","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1AHdQtmt2VHpXRJyDu8YDz","Underdog","spotify:artist:7h3NRiWld3kYJtrwsplTZL","Twenny Foe Hunnid","spotify:album:007a9m2D8oHiC9UCJT0O9z","Underdog","spotify:artist:7h3NRiWld3kYJtrwsplTZL","Twenny Foe Hunnid","2021-05-07","https://i.scdn.co/image/ab67616d0000b273c758a820af2d228132459ef9","1","1","132888","https://p.scdn.co/mp3-preview/d47639d70a7315a3ef54e5577ef4abcd9f2d6f2d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZHN52160977","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5jsLH3QAvYo3xCA6H6gIGW","Fire Within","spotify:artist:2vaOQZmRjzz6yqORs6n2Bl","Kekie","spotify:album:0rVywYQj9YABiLV6iEOIlJ","Mind Of A Moon Child","spotify:artist:2vaOQZmRjzz6yqORs6n2Bl","Kekie","2021-05-17","https://i.scdn.co/image/ab67616d0000b273c0ac34d2119205aced7cb405","1","5","267006","https://p.scdn.co/mp3-preview/8cfa21c319837caf430cfe6dcdc97b90dd62034f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZJG52157871","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:71ayfk5IinHB5Fn4HUQkmH","Bright Harps and Piano - Vibe for Morning Meditations","spotify:artist:3KK8jxywkfSi5xnnvA7e3D","Música para Descansar","spotify:album:4L2FY4MFYcggSgUoFUMVY4","Feelings for Deep Relaxation","spotify:artist:3KK8jxywkfSi5xnnvA7e3D","Música para Descansar","2020-11-09","https://i.scdn.co/image/ab67616d0000b273026381bbb3601d75dd4caa6b","1","8","144056","","false","0","UKCGH0374137","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1o8rFh7V3kT94tUOq3qLPd","Schlafsystem","spotify:artist:4sAMy2HXv9esTy8wgfavNc, spotify:artist:45Q0pYUpb2e8tzF1C8q4St","Start Jo, Dzen Guru","spotify:album:1nYErcUvPp0RmCl52GO6nD","Spa Musik: Hintergrundmusik & Musik für Tiefenentspannung, Entspannungsmusik, Wellness & Sauna","spotify:artist:4sAMy2HXv9esTy8wgfavNc, spotify:artist:45Q0pYUpb2e8tzF1C8q4St","Start Jo, Dzen Guru","2017-11-13","https://i.scdn.co/image/ab67616d0000b273e7ef797212ed28187f6cb0f7","1","30","302998","","false","0","ITLU51718476","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6HhKBi0i7Td4uiZtKQfG1U","Oh My God (Live)","spotify:artist:1oHpCb92ydJ1bOUOE8zI11","Floyd-Lula","spotify:album:64NzlrvgLF9zBY9KsJqfs1","Live Launch","spotify:artist:1oHpCb92ydJ1bOUOE8zI11","Floyd-Lula","2016-04-28","https://i.scdn.co/image/ab67616d0000b273b97232e246ff7c8f52f11320","1","7","242800","https://p.scdn.co/mp3-preview/09515b73481ea5a3a829a707da2867b7de72f5a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ushm21746338","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1uVgwhyZXXN2PQ3mZT1ECX","Ojitos Hechiceros","spotify:artist:20RkNsP4RTpXE4VfucQXmZ","LAS ESTRELLAS DEL RITMO","spotify:album:5TfZ7jOWMLQXJoixBruMna","Te Amo Las Estrellas Del Ritmo De Juanito Herrera","spotify:artist:20RkNsP4RTpXE4VfucQXmZ","LAS ESTRELLAS DEL RITMO","2024-03-14","https://i.scdn.co/image/ab67616d0000b2734952225838913b40a54e2e27","1","6","230184","https://p.scdn.co/mp3-preview/40565269dbebdf7541167ca18a82387481b91d39?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZDQH2411291","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3V4g28Lx8TYibjfXuOxUt7","Mid-City Anthem","spotify:artist:16LYuFecDfoAhP4tUGO9OH","Hustle Boy","spotify:album:5lNJ6waPqJkY9clSeHao3V","Pure Spit","spotify:artist:16LYuFecDfoAhP4tUGO9OH","Hustle Boy","2019-04-19","https://i.scdn.co/image/ab67616d0000b273c0079a3b3f70c9fac1f51956","1","5","227896","","true","0","TCAEE1982997","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3I1Zbd2DQhiGil9zfBdpjF","Joshua Fit the Battle of Jericho","spotify:artist:5Jjexu2wDAAPmX4eRj1DaA","Eurobrass","spotify:album:1c2u5qSAimkrP0YhTyZFxn","Great Is the Lord","spotify:artist:5Jjexu2wDAAPmX4eRj1DaA","Eurobrass","1996-11-28","https://i.scdn.co/image/ab67616d0000b2739bf27dbff391c60584988d09","1","11","93160","https://p.scdn.co/mp3-preview/31e8712d089e0f4b57237333a305fdffe52b21ed?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","DEAF49600483","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7xucHjSqlLuml8mIugGSxL","Liebenswerte Offenbarung","spotify:artist:6ncPNMidXsfOun3MEiQpnH","Einschlafmusik für Dich","spotify:album:6KOLVTpWjfOgzu9NDUDtsY","Musik zum Einschlafen für Dein Baby und Dich sowie Entspannungsmusik als Hintergrundmusik","spotify:artist:6ncPNMidXsfOun3MEiQpnH","Einschlafmusik für Dich","2024-10-15","https://i.scdn.co/image/ab67616d0000b273a685d262b258002d0ae2d97e","1","49","145738","","false","0","DE1BZ2348882","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:50Jqe7KTqjO2C2sNK3laQy","Dabadum (Classic Version)","spotify:artist:1qRNIDYeTqszUa8XzOCk60","KoChuAto","spotify:album:1uQppR6Q0GAfPknHT8bway","Three Dogs","spotify:artist:1qRNIDYeTqszUa8XzOCk60","KoChuAto","2017-12-14","https://i.scdn.co/image/ab67616d0000b273d0f387342f8a610160ebc97a","1","11","295938","","false","0","TCADK1730151","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7kb3YHyzdLGzmpNlCxCnkd","Das überleben wir - Remix","spotify:artist:7HH0LwjCFHBbGcvU04mGA3","Wolfgang Lippert","spotify:album:41Gyt19mVaGsD1G0vmf04Y","Das überleben wir (Remix)","spotify:artist:7HH0LwjCFHBbGcvU04mGA3","Wolfgang Lippert","2009-05-18","https://i.scdn.co/image/ab67616d0000b273869c55a7ecbabfa2338e6c81","1","1","155960","https://p.scdn.co/mp3-preview/37af62c429c08e72b5ae66f546e9e12219e9adde?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEHZ20900294","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0xEHJJvArEflVuXllXzdef","Thinam Thinam Sthothiram","spotify:artist:6p2IKh93flqNo8L86JI4rf","Sister Sarah Navaroji","spotify:album:6m4Tl5qdfGr8lrrmoWZo6e","POPULAR SONGS OF SARAH NAVAROJI, Vol. 8 (Tamil Christian Songs)","spotify:artist:6p2IKh93flqNo8L86JI4rf","Sister Sarah Navaroji","1994-02-27","https://i.scdn.co/image/ab67616d0000b273c62ea1cd20d93529e17c32f9","1","4","333912","","false","0","FR96X1919499","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0Wg5wWG2XJD0fhgmiaiPZF","Techno Rush #1","spotify:artist:5TMPjq0pKgan1bT2j9A3O5","YEAH DANCE","spotify:album:7GIFELvQwVAbGBXPWxTJZz","Techno Rush #1","spotify:artist:5TMPjq0pKgan1bT2j9A3O5","YEAH DANCE","2023-12-18","https://i.scdn.co/image/ab67616d0000b2734cdbfa90adcff8296e39411d","1","1","180000","https://p.scdn.co/mp3-preview/475dbe332105bb72bbfe8bacabf0f280f9fe0a91?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBMA22329445","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:09f6dzXgJe0a07TamtZFXK","Isus, lângă Tine","spotify:artist:3EmhmA8wmGHwgvazXVXRFi","Grupul Ava","spotify:album:18a7kbbEFIcr7vkz5myspU","Stropi de timp","spotify:artist:3EmhmA8wmGHwgvazXVXRFi","Grupul Ava","2001-05-08","https://i.scdn.co/image/ab67616d0000b273d9064746268c0ae3c98af467","1","1","199432","https://p.scdn.co/mp3-preview/e5da5a5d04212d300f0ab77477be326c2a63cc3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","CH6541983365","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6knFpwdi2Ml9JhSkHAPXQV","Smily Dayz","spotify:artist:7wbMbwa9NNgzsWlbCfPFm1","ココア男。","spotify:album:297v5txVnaT4tV0VQgkC6v","PREMIUM COCOA","spotify:artist:7wbMbwa9NNgzsWlbCfPFm1","ココア男。","2012-01-11","https://i.scdn.co/image/ab67616d0000b273503bf18da673e100228d6541","1","8","274920","","false","1","JPB601171705","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0PiFpBvXhxiqdv5C1vs4zE","Kapitel 26.2 - Friedrich II. von Hohenstaufen","spotify:artist:41ZFxkBdqxC5WsmSJVo2FZ","Elke Bader","spotify:album:7op5ggS5jDnxZJ4Bagumad","Friedrich II. von Hohenstaufen (Kaiser des Römischen Reichs)","spotify:artist:41ZFxkBdqxC5WsmSJVo2FZ","Elke Bader","2010-03-29","https://i.scdn.co/image/ab67616d0000b273ed47d4dc4b8781f0acffa948","1","40","199200","https://p.scdn.co/mp3-preview/18d50eb375ea76ae901c31d6f93a8e392e142c7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","DEVP80871028","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1ueHf5QMzJUCADbabF0Puf","Blocking - Mark Greene Remix","spotify:artist:4joh8TLVd07bIDk68LJxte, spotify:artist:1rV7LSzJ2ZzL3FicYplmLX, spotify:artist:1hIEOyKvQb5gzbvWE5FV5G","Devid Dega, Dok & Martin, Mark Greene","spotify:album:0LUGXY1vSQzOeuzTYDs3AK","Blocking","spotify:artist:4joh8TLVd07bIDk68LJxte, spotify:artist:1rV7LSzJ2ZzL3FicYplmLX","Devid Dega, Dok & Martin","2018-04-23","https://i.scdn.co/image/ab67616d0000b273456352df9021c2288fabada5","1","4","373333","https://p.scdn.co/mp3-preview/bf00c0b8814dd0d158b7535aa6598330ed815971?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","CA5KR1713694","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5VY2C79f26t26ZUCcLJUA8","Vintage Train Sound 10","spotify:artist:4QBuxhAJkW9GFFJVwxwwjv","Train Sounds","spotify:album:6rihT4TIpFuq3sp1h3V80e","Vintage Train Sounds","spotify:artist:4QBuxhAJkW9GFFJVwxwwjv","Train Sounds","2009-06-01","https://i.scdn.co/image/ab67616d0000b273a855f40e4856bf6d94f9e157","1","10","35093","https://p.scdn.co/mp3-preview/22e116771d2c4d3d9e6ee41a5b5f10d077d30e30?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USA560986566","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5aatno2nWfOlAu2MGYtbAR","FREE SHOTTA","spotify:artist:7A1SRW5epGygG91yg4jqop","KILLZ","spotify:album:02yINkoJsW2DlCdf8kMjyA","NAH4REAL","spotify:artist:7A1SRW5epGygG91yg4jqop","KILLZ","2021-08-29","https://i.scdn.co/image/ab67616d0000b2730b8fd889c917751fa360e4bd","1","5","194977","","true","0","QZMEN2132498","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3kwU4Vo23iCDPQYyyPXJiM","Three Songs from Somewhere","spotify:artist:6VnqqSb4jFs3pttwjMveN1, spotify:artist:2T5ZfUDfvyLGyWHfvPn9Pd","Volodymyr Muliar, Folknery","spotify:album:573VEwYtrWa5l92jden5Tq","Hungry Shadows (Original Game Soundtrack)","spotify:artist:6VnqqSb4jFs3pttwjMveN1, spotify:artist:2T5ZfUDfvyLGyWHfvPn9Pd","Volodymyr Muliar, Folknery","2020-10-09","https://i.scdn.co/image/ab67616d0000b27326fba59601a3fd465ee9a3a3","1","6","244374","https://p.scdn.co/mp3-preview/2c2b9f1a1986c1df526c264a846dcf9ae65628b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","usl4r2018511","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:73Xy6siMvWfQHHzSgiULU1","Chapter 3 - Changing Times at Harpers - Welcome To Harpers Emporium, Book 7","spotify:artist:6VzFnoF7W1v3wQaeZkmanw","Rosie Clarke","spotify:album:1AK12nZFAEWav30azlkNp9","Changing Times at Harpers - Welcome To Harpers Emporium, Book 7 (Unabridged)","spotify:artist:6VzFnoF7W1v3wQaeZkmanw","Rosie Clarke","2023-05-01","https://i.scdn.co/image/ab67616d0000b273b22a0ee5437c4666467e54c2","1","3","182137","","false","0","DEUD92392244","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
